timestamp,strategy,ticker,action,price,qty,cost,fee
2025-12-22 05:55:00.251120,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,8,1,0.09,0.01
2025-12-22 05:58:34.995155,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,8,1,0.09,0.01
2025-12-22 05:59:06.000672,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,7,1,0.08,0.01
2025-12-22 05:59:09.220244,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,7,1,0.08,0.01
2025-12-22 06:17:57.421507,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,6,2,0.13,0.01
2025-12-22 06:25:04.281949,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,5,3,0.16000000000000003,0.01
2025-12-22 06:26:27.051724,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,6,1,0.06999999999999999,0.01
2025-12-22 06:26:27.610160,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,6,1,0.06999999999999999,0.01
2025-12-22 07:19:11.932245,Live RegimeSwitcher,KXHIGHNY-25DEC23-T38,BUY_YES,14,1,0.15000000000000002,0.01
2025-12-22 07:19:48.769907,Live RegimeSwitcher,KXHIGHNY-25DEC23-T38,BUY_YES,14,1,0.15000000000000002,0.01
2025-12-22 07:20:05.592331,Live RegimeSwitcher,KXHIGHNY-25DEC22-T36,BUY_YES,1,20,0.22,0.02
2025-12-22 07:20:05.096232,Live RegimeSwitcher,KXHIGHNY-25DEC23-T38,BUY_YES,13,1,0.14,0.01
2025-12-22 07:20:27.755956,Live RegimeSwitcher,KXHIGHNY-25DEC23-B44.5,BUY_YES,4,5,0.22,0.02
2025-12-22 07:20:28.154166,Live RegimeSwitcher,KXHIGHNY-25DEC23-T38,BUY_YES,11,1,0.12,0.01
2025-12-22 07:20:57.647659,Live RegimeSwitcher,KXHIGHNY-25DEC22-T36,BUY_YES,2,3,0.06999999999999999,0.01
2025-12-22 07:28:03.056232,Live RegimeSwitcher,KXHIGHNY-25DEC22-T36,BUY_YES,2,2,0.05,0.01
2025-12-22 07:33:51.624225,Live RegimeSwitcher,KXHIGHNY-25DEC23-B38.5,BUY_YES,25,1,0.27,0.02
2025-12-22 07:33:52.974434,Live RegimeSwitcher,KXHIGHNY-25DEC23-B38.5,BUY_YES,26,1,0.28,0.02
2025-12-22 07:34:29.874797,Live RegimeSwitcher,KXHIGHNY-25DEC23-B38.5,BUY_YES,27,1,0.29000000000000004,0.02
2025-12-22 07:34:47.749024,Live RegimeSwitcher,KXHIGHNY-25DEC23-B38.5,BUY_YES,26,1,0.28,0.02
2025-12-22 07:35:16.333803,Live RegimeSwitcher,KXHIGHNY-25DEC23-B38.5,BUY_YES,27,1,0.29000000000000004,0.02
2025-12-22 07:41:52.979899,Live RegimeSwitcher,KXHIGHNY-25DEC23-T45,BUY_YES,3,5,0.16999999999999998,0.02
2025-12-22 08:45:02.600737,Live RegimeSwitcher,KXHIGHNY-25DEC22-B36.5,BUY_YES,10,1,0.11,0.01
