event_ticker,event_title,market_ticker,subtitle,status,result,last_price,volume,close_time,category
KXHIGHNY-25JUL12,"Highest temperature in NYC on Jul 12, 2025?",KXHIGHNY-25JUL12-B82.5,82° to 83°,finalized,yes,99,21054,2025-07-13T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL11,"Highest temperature in NYC on Jul 11, 2025?",KXHIGHNY-25JUL11-T90,91° or above,finalized,no,1,2668,2025-07-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL11,"Highest temperature in NYC on Jul 11, 2025?",KXHIGHNY-25JUL11-B89.5,89° to 90°,finalized,no,2,2264,2025-07-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL11,"Highest temperature in NYC on Jul 11, 2025?",KXHIGHNY-25JUL11-B87.5,87° to 88°,finalized,no,1,6708,2025-07-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL11,"Highest temperature in NYC on Jul 11, 2025?",KXHIGHNY-25JUL11-B85.5,85° to 86°,finalized,no,1,15366,2025-07-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL11,"Highest temperature in NYC on Jul 11, 2025?",KXHIGHNY-25JUL11-B83.5,83° to 84°,finalized,yes,99,23023,2025-07-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL11,"Highest temperature in NYC on Jul 11, 2025?",KXHIGHNY-25JUL11-T83,82° or below,finalized,no,1,8222,2025-07-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL10,"Highest temperature in NYC on Jul 10, 2025?",KXHIGHNY-25JUL10-T84,85° or above,finalized,no,1,10233,2025-07-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL10,"Highest temperature in NYC on Jul 10, 2025?",KXHIGHNY-25JUL10-B83.5,83° to 84°,finalized,yes,99,16882,2025-07-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL10,"Highest temperature in NYC on Jul 10, 2025?",KXHIGHNY-25JUL10-B81.5,81° to 82°,finalized,no,1,23724,2025-07-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL10,"Highest temperature in NYC on Jul 10, 2025?",KXHIGHNY-25JUL10-B79.5,79° to 80°,finalized,no,1,42110,2025-07-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL10,"Highest temperature in NYC on Jul 10, 2025?",KXHIGHNY-25JUL10-B77.5,77° to 78°,finalized,no,1,38927,2025-07-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL10,"Highest temperature in NYC on Jul 10, 2025?",KXHIGHNY-25JUL10-T77,76° or below,finalized,no,1,2623,2025-07-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL09,"Highest temperature in NYC on Jul 9, 2025?",KXHIGHNY-25JUL09-T91,92° or above,finalized,no,1,12965,2025-07-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL09,"Highest temperature in NYC on Jul 9, 2025?",KXHIGHNY-25JUL09-T84,83° or below,finalized,no,1,892,2025-07-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL09,"Highest temperature in NYC on Jul 9, 2025?",KXHIGHNY-25JUL09-B90.5,90° to 91°,finalized,yes,99,21371,2025-07-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL09,"Highest temperature in NYC on Jul 9, 2025?",KXHIGHNY-25JUL09-B88.5,88° to 89°,finalized,no,1,47366,2025-07-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL09,"Highest temperature in NYC on Jul 9, 2025?",KXHIGHNY-25JUL09-B86.5,86° to 87°,finalized,no,1,20588,2025-07-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL09,"Highest temperature in NYC on Jul 9, 2025?",KXHIGHNY-25JUL09-B84.5,84° to 85°,finalized,no,1,3628,2025-07-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL08,"Highest temperature in NYC on Jul 8, 2025?",KXHIGHNY-25JUL08-T95,96° or above,finalized,no,1,10169,2025-07-09T03:59:00Z,Climate and Weather
KXHIGHNY-25JUL08,"Highest temperature in NYC on Jul 8, 2025?",KXHIGHNY-25JUL08-B94.5,94° to 95°,finalized,no,1,27367,2025-07-09T03:59:00Z,Climate and Weather
